tale_id,num_episodes,num_sentences,num_clauses,num_words,avg_episode_length,avg_sentence_length,avg_clause_length,avg_dep_distance_clause,avg_dep_distance_sentence,avg_dep_distance_episode,episodes_per_sentence,I
1,13,48,48,1334,102.61538461538461,27.791666666666668,27.791666666666668,13.395833333333334,13.395833333333334,49.46153846153846,0.2708333333333333,3.628038194444444
2,9,82,82,1230,136.66666666666666,15.0,15.0,7.0,7.0,63.77777777777778,0.10975609756097561,0.7682926829268293
3,9,76,76,2151,239.0,28.30263157894737,28.30263157894737,13.651315789473685,13.651315789473685,115.27777777777777,0.11842105263157894,1.6166031855955678
4,28,114,114,3055,109.10714285714286,26.79824561403509,26.79824561403509,12.899122807017545,12.899122807017545,52.517857142857146,0.24561403508771928,3.1682056017236073
5,22,54,54,1518,69.0,28.11111111111111,28.11111111111111,13.555555555555555,13.555555555555555,33.27272727272727,0.4074074074074074,5.522633744855967
6,14,145,145,3655,261.07142857142856,25.20689655172414,25.20689655172414,12.10344827586207,12.10344827586207,125.35714285714286,0.09655172413793103,1.1686087990487515
7,33,132,132,3431,103.96969696969697,25.992424242424242,25.992424242424242,12.496212121212121,12.496212121212121,49.984848484848484,0.25,3.1240530303030303
8,13,41,41,1506,115.84615384615384,36.73170731707317,36.73170731707317,17.865853658536587,17.865853658536587,56.34615384615385,0.3170731707317073,5.664782867340869
9,33,150,150,3520,106.66666666666667,23.466666666666665,23.466666666666665,11.233333333333333,11.233333333333333,51.06060606060606,0.22,2.4713333333333334
10,10,56,56,1255,125.5,22.410714285714285,22.410714285714285,10.705357142857142,10.705357142857142,59.95,0.17857142857142858,1.9116709183673468
11,8,34,34,651,81.375,19.147058823529413,19.147058823529413,9.073529411764707,9.073529411764707,38.5625,0.23529411764705882,2.134948096885813
12,24,108,108,2656,110.66666666666667,24.59259259259259,24.59259259259259,11.796296296296296,11.796296296296296,53.083333333333336,0.2222222222222222,2.6213991769547325
13,4,14,14,433,108.25,30.928571428571427,30.928571428571427,14.964285714285714,14.964285714285714,52.375,0.2857142857142857,4.275510204081632
14,3,12,12,350,116.66666666666667,29.166666666666668,29.166666666666668,14.083333333333334,14.083333333333334,56.333333333333336,0.25,3.5208333333333335
15,11,58,58,1901,172.8181818181818,32.775862068965516,32.775862068965516,15.887931034482758,15.887931034482758,83.77272727272727,0.1896551724137931,3.0132282996432815
16,12,54,54,1655,137.91666666666666,30.64814814814815,30.64814814814815,14.824074074074074,14.824074074074074,66.70833333333333,0.2222222222222222,3.294238683127572
17,6,8,8,193,32.166666666666664,24.125,24.125,11.5625,11.5625,15.416666666666666,0.75,8.671875
18,24,133,133,3132,130.5,23.548872180451127,23.548872180451127,11.274436090225564,11.274436090225564,62.479166666666664,0.18045112781954886,2.034484708010628
19,7,48,48,1478,211.14285714285714,30.791666666666668,30.791666666666668,14.895833333333334,14.895833333333334,102.14285714285714,0.14583333333333334,2.172309027777778
20,11,26,26,966,87.81818181818181,37.15384615384615,37.15384615384615,18.076923076923077,18.076923076923077,42.72727272727273,0.4230769230769231,7.64792899408284
21,5,12,12,394,78.8,32.833333333333336,32.833333333333336,15.916666666666666,15.916666666666666,38.2,0.4166666666666667,6.631944444444445
22,32,150,150,3937,123.03125,26.246666666666666,26.246666666666666,12.623333333333333,12.623333333333333,59.171875,0.21333333333333335,2.6929777777777777
23,7,100,100,2897,413.85714285714283,28.97,28.97,13.985,13.985,199.78571428571428,0.07,0.9789500000000001
24,7,71,71,1447,206.71428571428572,20.380281690140844,20.380281690140844,9.690140845070422,9.690140845070422,98.28571428571429,0.09859154929577464,0.9553659988097598
25,34,119,119,3544,104.23529411764706,29.781512605042018,29.781512605042018,14.390756302521009,14.390756302521009,50.36764705882353,0.2857142857142857,4.111644657863145
,,,,,,,,,,,,
tale_id,sentence,dep_distance,I
1,"The second day the queen sent to inquire of all the neighbours what the servants were called, and told the little man all the most unusual and singular names, saying: ""Perhaps you are called Roast-ribs, or Sheepshanks, or Spindleshanks?""",23.0,6.229166666666666
1,"But he answered nothing but: ""That is not my name.""",6.5,1.7604166666666665
1,"The third day the messenger came back again, and said: ""I have not been able to find one single new name; but as I passed through the woods I came to a high hill, and near it was a little house, and before the house burned a fire, and round the fire danced a comical little man, and he hopped on one leg and cried:",36.5,9.885416666666666
1,"""Today do I bake,",2.5,0.6770833333333333
1,"You cannot think how pleased the queen was to hear that name, and soon afterwards, when the little man walked in and said: ""Now, Mrs. Queen, what is my name?""",19.0,5.145833333333333
1,"she said at first ""Are you called Jack?""",5.0,1.3541666666666665
1,"- ""No,"" answered he.",3.5,0.9479166666666666
1,"""Are you called Harry?""",3.0,0.8125
1,she asked again.,1.5,0.40625
1,"""No,"" answered he.",3.0,0.8125
1,"And then she said"": ""Then perhaps your name is Rumpelstiltskin?""",7.0,1.8958333333333333
1,"""The devil told you that!",3.0,0.8125
1,"the devil told you that!""",3.0,0.8125
1,"cried the little man, and in his anger he stamped with his right foot so hard that it went into the ground above his knee; then he seized his left foot with both his hands in such a fury that he split in two, and there was an end of him.",27.0,7.312499999999999
2,Tale 2: Little Red Riding Hood,3.0,0.32926829268292684
2,Once upon a time there was a sweet little girl.,5.0,0.5487804878048781
2,"Everyone who saw her liked her, but most of all her grandmother, who did not know what to give the child next.",12.0,1.3170731707317074
2,Once she gave her a little cap made of red velvet.,5.5,0.6036585365853658
2,"Because it suited her so well, and she wanted to wear it all the time, she came to be known as Little Red Riding Hood.",13.5,1.4817073170731707
2,"One day her mother said to her: ""Come Little Red Riding Hood.",7.0,0.7682926829268293
2,Here is a piece of cake and a bottle of wine.,5.5,0.6036585365853658
2,Take them to your grandmother.,2.5,0.27439024390243905
2,"She is sick and weak, and they will do her well.",6.0,0.6585365853658537
2,Mind your manners and give her my greetings.,4.0,0.43902439024390244
2,"Behave yourself on the way, and do not leave the path, or you might fall down and break the glass, and then there will be nothing for your sick grandmother.""",17.0,1.8658536585365855
2,Little Red Riding Hood promised to obey her mother.,4.5,0.49390243902439024
2,"The grandmother lived out in the woods, a half hour from the village.",7.0,0.7682926829268293
2,When Little Red Riding Hood entered the woods a wolf came up to her.,7.0,0.7682926829268293
2,"She did not know what a wicked animal he was, and was not afraid of him.",8.5,0.9329268292682927
2,"""Good day to you, Little Red Riding Hood.""",5.5,0.6036585365853658
2,"- ""Thank you, wolf.""",3.5,0.38414634146341464
2,"- ""Where are you going so early, Little Red Riding Hood?""",7.0,0.7682926829268293
2,"- ""To grandmother's.""",3.0,0.32926829268292684
2,"- ""And what are you carrying under your apron?""",5.5,0.6036585365853658
2,"- ""Grandmother is sick and weak, and I am taking her some cake and wine.",8.5,0.9329268292682927
2,"We baked yesterday, and they should give her strength.""",5.5,0.6036585365853658
2,"- ""Little Red Riding Hood, just where does your grandmother live?""",7.0,0.7682926829268293
2,"- ""Her house is a good quarter hour from here in the woods, under the three large oak trees.",10.5,1.1524390243902438
2,There's a hedge of hazel bushes there.,4.0,0.43902439024390244
2,"You must know the place,"" said Little Red Riding Hood.",6.0,0.6585365853658537
2,"The wolf thought to himself: ""Now there is a tasty bite for me.",7.5,0.823170731707317
2,"Just how are you going to catch her?""",4.5,0.49390243902439024
2,"Then he said: ""Listen, Little Red Riding Hood, haven't you seen the beautiful flowers that are blossoming in the woods?",12.5,1.3719512195121952
2,Why don't you go and take a look?,4.5,0.49390243902439024
2,And I don't believe you can hear how beautifully the birds are singing.,7.0,0.7682926829268293
2,You are walking along as though you were on your way to school in the village.,8.0,0.8780487804878049
2,"It is very beautiful in the woods.""",4.0,0.43902439024390244
2,Little Red Riding Hood opened her eyes and saw the sunlight breaking through the trees and how the ground was covered with beautiful flowers.,12.0,1.3170731707317074
2,"She thought: ""If a take a bouquet to grandmother, she will be very pleased.",8.5,0.9329268292682927
2,"Anyway, it is still early, and I'll be home on time.""",7.5,0.823170731707317
2,And she ran off into the woods looking for flowers.,5.0,0.5487804878048781
2,"Each time she picked one she thought that she could see an even more beautiful one a little way off, and she ran after it, going further and further into the woods.",17.0,1.8658536585365855
2,But the wolf ran straight to the grandmother's house and knocked on the door.,7.5,0.823170731707317
2,"""Who's there?""",2.5,0.27439024390243905
2,"- ""Little Red Riding Hood.",3.0,0.32926829268292684
2,I'm bringing you some cake and wine.,4.0,0.43902439024390244
2,"Open the door for me.""",3.0,0.32926829268292684
2,"- ""Just press the latch,"" called out the grandmother.",6.0,0.6585365853658537
2,"""I'm too weak to get up.""",4.5,0.49390243902439024
2,"The wolf pressed the latch, and the door opened.",5.0,0.5487804878048781
2,"He stepped inside, went straight to the grandmother's bed, and ate her up.",8.0,0.8780487804878049
2,"Then he took her clothes, put them on, and put her cap on his head.",8.5,0.9329268292682927
2,He got into her bed and pulled the curtains shut.,5.0,0.5487804878048781
2,"Little Red Riding Hood had run after flowers, and did not continue on her way to grandmother's until she had gathered all that she could carry.",14.0,1.5365853658536586
2,"When she arrived, she found, to her surprise, that the door was open.",8.0,0.8780487804878049
2,"She walked into the parlor, and everything looked so strange that she thought: ""Oh, my God, why am I so afraid?",13.0,1.4268292682926829
2,"I usually like it at grandmother's.""",4.0,0.43902439024390244
2,Then she went to the bed and pulled back the curtains.,5.5,0.6036585365853658
2,Grandmother was lying there with her cap pulled down over her face and looking very strange.,8.0,0.8780487804878049
2,"""Oh, grandmother, what big ears you have!""",5.5,0.6036585365853658
2,"- ""All the better to hear you with.""",5.0,0.5487804878048781
2,"- ""Oh, grandmother, what big eyes you have!""",6.0,0.6585365853658537
2,"- ""All the better to see you with.""",5.0,0.5487804878048781
2,"- ""Oh, grandmother, what big hands you have!""",6.0,0.6585365853658537
2,"- ""All the better to grab you with!""",5.0,0.5487804878048781
2,"- ""Oh, grandmother, what a horribly big mouth you have!""",7.0,0.7682926829268293
2,"- ""All the better to eat you with!""",5.0,0.5487804878048781
2,"And with that he jumped out of bed, jumped on top of poor Little Red Riding Hood, and ate her up.",11.5,1.2621951219512195
2,"As soon as the wolf had finished this tasty bite, he climbed back into bed, fell asleep, and began to snore very loudly.",13.0,1.4268292682926829
2,A huntsman was just passing by.,3.0,0.32926829268292684
2,"He thought it strange that the old woman was snoring so loudly, so he decided to take a look.",10.0,1.0975609756097562
2,"He stepped inside, and in the bed there lay the wolf that he had been hunting for such a long time.",11.0,1.2073170731707317
2,"""He has eaten the grandmother, but perhaps she still can be saved.",7.0,0.7682926829268293
2,"I won't shoot him,"" thought the huntsman.",5.0,0.5487804878048781
2,So he took a pair of scissors and cut open his belly.,6.0,0.6585365853658537
2,He had cut only a few strokes when he saw the red cap shining through.,7.5,0.823170731707317
2,"He cut a little more, and the girl jumped out and cried: ""Oh, I was so frightened!",10.5,1.1524390243902438
2,"It was so dark inside the wolf's body!""",5.0,0.5487804878048781
2,And then the grandmother came out alive as well.,4.5,0.49390243902439024
2,Then Little Red Riding Hood fetched some large heavy stones.,5.0,0.5487804878048781
2,"They filled the wolf's body with them, and when he woke up and tried to run away, the stones were so heavy that he fell down dead.",15.0,1.646341463414634
2,The three of them were happy.,3.0,0.32926829268292684
2,The huntsman took the wolf's pelt.,3.5,0.38414634146341464
2,The grandmother ate the cake and drank the wine that Little Red Riding Hood had brought.,8.0,0.8780487804878049
2,"And Little Red Riding Hood thought to herself: ""As long as I live, I will never leave the path and run off into the woods by myself if mother tells me not to.""",18.5,2.0304878048780486
2,<hr/>,1.0,0.10975609756097561
3,Tale 3: Puss in Boots,2.5,0.29605263157894735
3,"A miller had three sons, his mill, a donkey and a tom cat; the sons had to grind, the donkey had to get grain and carry flour away and the cat had to catch the mice away.",20.5,2.427631578947368
3,"When the miller died, the three brothers divided their inheritance, the oldest received the mill, the second the donkey and the third the tom cat, further was nothing left for him.",17.5,2.0723684210526314
3,"Thereon he was sad ans spoke to himself: ""But I have gotten all the worst, my oldest brother can mill, my second can ride on his donkey, what can I start with the tom cat?",20.0,2.3684210526315788
3,"Let me make a pair of fur gloves out of his pelt, so it's over.""",9.0,1.0657894736842104
3,"""Listen,"" said the tom cat, who had understood everything, what he said, ""you do not need to kill me, to get a pair of bad gloves from my pelt, let only a pair of boots be made for me, that I can go out, and be seen among the people, then you will soon be helped.""",34.5,4.0855263157894735
3,"The miller's son was in wonderment, that the tom cat so spoke, but because the shoemaker just walked by, he called him in, and let a pair of boots be measured for him.",19.0,2.25
3,"When they were ready, the tom cat put them on, took a sack, made the bottom of the same full of corn, but on the top a string, with which one could pull it closed, then he threw it over his back and went on two legs, like a human, out the door.",30.5,3.6118421052631575
3,"In those days reigned a king in the land, he liked to eat partridges so much: there was a need, that none were to be gotten.",14.5,1.7171052631578947
3,"The whole forest was full, but they were so shy, that no hunter could reach them.",9.0,1.0657894736842104
3,"The tom cat knew that and considered to do his matter better; when he came into the forest, he made the sack open, spread the corn apart, but the cord he laid into the grass and led it behind a hedge.",22.5,2.664473684210526
3,"There he hid himself, snuck around and lurked.",4.5,0.5328947368421052
3,"The partridges soon came running, and one after the other hopped into the sack.",7.5,0.888157894736842
3,"When a good quantity was in it, the tom cat pulled the cord closed, ran to and twisted their heads around; then he threw the sack over his shoulder and went straight away to the king's palace.",20.5,2.427631578947368
3,"The watch cried: ""Halt!",3.0,0.35526315789473684
3,"Whereto?""",1.0,0.11842105263157894
3,"- ""To the king,"" answered the tom cat quickly.",6.0,0.7105263157894737
3,"- ""Are you crazed, a tom cat to the king?""",6.5,0.7697368421052632
3,"- ""Just let him go, said another, the king has often boredom, maybe the tom cat makes him amused with his humming and spinning.",14.0,1.657894736842105
3,"When the tom cat came in front of the king, he made a Reverence and said: ""My Herr, the Graf, with that he named his long and distinguished name, lets himself be recommended to the Herr King and sends him these partridges, that he just caught in slings.",27.5,3.256578947368421
3,"The king astonished over the beautiful fat partridges, knew not out of pleasure how to contain himself, and commanded that the tom cat be given as much gold out of the treasure chamber into his sack, as he could carry: ""That bring to your Herren and thank him again many times for his gift.""",30.0,3.552631578947368
3,"But the poor miller's son sat at home at the window, supported his head an his hand and thought, that he had spent his last for the tom cat's boots, and what large things will he be able to bring back.",23.0,2.7236842105263155
3,"Thereon the tom cat stepped in, threw the sack from his hack, untied it open and shook the gold in front of the miller: ""There you have something for the hoots, the king also greets you and says many thanks to you.""",24.0,2.8421052631578947
3,"The miller was glad over the wealth, without understanding rightly, how it came to be.",8.5,1.006578947368421
3,"But the tom cat, as he took off his boots, told him everything, then he said: ""You do have money enough now, but it should not stay with that, tomorrow I will put my boots on again, you will become richer still, I also told the king, that you are a Graf.""",31.5,3.7302631578947367
3,"On the next day the torn cat went, as he had said, well booted to hunting again, and brought the king a rich catch.",13.5,1.5986842105263157
3,"So it went all days, and the tom cat brought gold home all days, and was so popular as one by the king, that he was allowed to come in and go out and prowl around in the palace, where he wanted.",23.0,2.7236842105263155
3,"One time the tom cat stood in the king's kitchen by the stove and warmed himself, thereon came the coach man and cursed: ""I wish king and the princess were at the executioner!",18.5,2.1907894736842106
3,"I wanted to go to Wirtshaus and drink once and play cards, there I should drive them spazieren at the lake.""",11.5,1.3618421052631577
3,"As the tom cat heard that, he snuck home and told his Herrn: ""If a Graf you want to be and become rich, so come outside with me to the lake and bathe yourself therein.""",20.0,2.3684210526315788
3,"The miller did not know, what he should say to that, but followed the tom cat, went with him, undressed splinter naked and sprang into the water.",15.5,1.8355263157894737
3,"But the tom cat took his clothes, carried them away and hid them.",7.0,0.8289473684210525
3,"No sooner was he finished with that, thereon came the king driving by; the tom cat immediately began, pathetically to lament: ""Ach!",13.5,1.5986842105263157
3,All merciful king!,1.5,0.17763157894736842
3,"Mein Herr, bathed himself here in the lake, thereon a thief came and stole his clothes, that lay on the shore, now the Herr Graf is in the water and can not come out, and if he stays in longer he will calch cold and die.""",26.0,3.0789473684210527
3,"When the king heard that, he called halt and one of his people had to chase back and of the king's clothes bring hack.",13.0,1.5394736842105263
3,"The Herr Graf put on the magnificent clothes, and because the king anyway for the partridges, that he thought to have received from him, held his worth, so he had to sit with them in the carriage.",20.5,2.427631578947368
3,"The princess was also not upset over it, because the Graf was young and handsome, and she liked him quite well.",11.5,1.3618421052631577
3,"But the tom cat went ahead and came to a large grass field, where over a hundred people were making hay.",11.0,1.3026315789473684
3,"""Who does this grass field belong to, you people?""",6.0,0.7105263157894737
3,said the tom cat.,2.0,0.23684210526315788
3,"- ""The great magician.""",3.0,0.35526315789473684
3,"- ""Listen, the king will soon drive by, when he asks, who the grass field belongs to, so answer: the Grafen; and if you do not do that, you will all be struck dead.""",21.5,2.5460526315789473
3,"Thereon the tom cat went further and came to a grain field, so large, that no one could oversee it, there stood more than two hundred people and cut the grain.",17.0,2.013157894736842
3,"""Who's grain is this you people?""",4.5,0.5328947368421052
3,"- ""The magician.""",2.5,0.29605263157894735
3,"- ""Listen, the king will drive by now, when he asks, who the grain belongs to, so answer: the Grafen; and if you do not do that, vou will all be struck dead.""",21.0,2.486842105263158
3,"- Finally the tom cat came to a magnificent forest, there stood more than three hundred people, felled the big oaks and made wood.",13.0,1.5394736842105263
3,"- ""Who's forest is this, you people?""",5.5,0.6513157894736842
3,"- ""The magician.""",2.5,0.29605263157894735
3,"- ""Listen, the king will drive by now, when he asks, who the forest belongs to so answer: the Grafen; and if you do not do that, you will all be killed.""",20.0,2.3684210526315788
3,"The tom cat went still furlher, the people all looked after him, and because he looked so wonderly, and as a human walked in the boots, they were afraid of him.",17.5,2.0723684210526314
3,"He soon came to the magicians palace, stepped boldly in and in front of him.",8.0,0.9473684210526315
3,"The magician looked at him contemptuously, and asked him, what he wanted.",7.0,0.8289473684210525
3,"The tom cat made a Reverenz and said: ""I have beard, that vou could transform yourself into every animal you chose by your own will; what a hound, fox, or even wolf concerns, that I will well believe, but of an elephant, that seems to me quite impossible, and therefore I have come to convince myself.""",33.5,3.9671052631578947
3,"The magician said proudly: ""That is a trifle to me,"" and in that wink-of-an-eye was transformed into an elephant.",11.5,1.3618421052631577
3,"""That is much, but also in a lion?""",5.5,0.6513157894736842
3,"- ""That is also nothing,"" said the magician and stood as a lion in front of the tom cat.",11.0,1.3026315789473684
3,"The tom cat made as if startled, and cried: ""That is unbelievable and unheard of, the same I would never had dreamt of coming into my thoughts; but more still, all else, it would be, if you could transform yourself into such a small animal, as a mouse is, you can certainly do more, than any other magician in the world, but that will be certainly too high for you.",41.0,4.855263157894736
3,"The magician was very friendly from the sweet words and said: ""O'ja, dear cat-let, that I can also,"" and sprang as a mouse around the room.",16.0,1.894736842105263
3,"The tom cat was after him, caught the mouse with one jump and ate him up.",8.5,1.006578947368421
3,"But the king was still driving spazieren with the Grafen and the princess, and came to the large field.",10.0,1.1842105263157894
3,"""Who does the hay belong to?""",4.0,0.47368421052631576
3,"asked the king - ""The Herr Grafen"" - cried all, as the tom cat had commanded them.",10.0,1.1842105263157894
3,"- ""Thou have a pretty piece of land, Herr Graf,"" said he.",8.0,0.9473684210526315
3,"Thereafter they came to the large grain field: ""Who does the grain belong to, you people?""",10.0,1.1842105263157894
3,"- ""The Herrn Grafen.""",3.0,0.35526315789473684
3,"- ""Ei!",1.5,0.17763157894736842
3,Herr Graf!,1.0,0.11842105263157894
3,"large, big estates!""",2.5,0.29605263157894735
3,"- ""Thereon to the forest: ""who does the wood belong to, you people?""",9.0,1.0657894736842104
3,"- ""The Herrn Grafen.""",3.0,0.35526315789473684
3,"- The king was astonished even more and said: ""Thou must be a rich man, Herr Graf, I do not believe, that I have such a magnificent forest.""",17.0,2.013157894736842
3,"Finally they came to the palace, the tom cat stood on top of the stairs, and as the wagon stopped below, he sprang down, opened the door and said: ""Herr King, thou comest to the palace of my Herr, the Graf, that this honors him and makes him happv his life day long.""",31.5,3.7302631578947367
3,"The king stepped out and marveled at the magnificent building, that was almost larger and more beautiful, than his own palace; but the Graf led the princess up the stairs into the hall, that was shimmering with gold and precious stones.",22.5,2.664473684210526
3,"Thereon the princess was promised to the Graf, and when the king died, he was king, but the booted tom cat became first minister.",13.5,1.5986842105263157
4,Tale 4: Cinderella,1.5,0.3684210526315789
4,"There was once a rich man whose wife lay sick, and when she felt her end drawing near she called to her only daughter to come near her bed, and said, ""Dear child, be pious and good, and God will always take care of you, and I will look down upon you from heaven, and will be with you.""",34.0,8.350877192982455
4,And then she closed her eyes and expired.,4.0,0.9824561403508771
4,"The maiden went every day to her mother's grave and wept, and was always pious and good.",9.5,2.333333333333333
